Circuit: * C:\Users\USER\Desktop\ECE445_SeniorDesign\Notebooks\Kanin\Simulation\Buck-converter.asc

WARNING: Node N004 is floating.
WARNING: Node N002 is floating.

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.0632188 +++++++++++++++++++to 0.0632188
Heightened Def Con from 0.0632333 ++++++++++++++++++++to 0.0632333
Heightened Def Con from 0.0632667 ++++++++++++++++++++to 0.0632667
Heightened Def Con from 0.0632813 +++++++++++++++++++to 0.0632813
Heightened Def Con from 0.0633 ++++++++++++++++++++to 0.0633
Heightened Def Con from 0.0633333 ++++++++++++++++++++to 0.0633333
Heightened Def Con from 0.0633438 +++++++++++++++++++to 0.0633438
Heightened Def Con from 0.0633667 ++++++++++++++++++++to 0.0633667
Heightened Def Con from 0.0634 ++++++++++++++++++++to 0.0634
Heightened Def Con from 0.0634063 +++++++++++++++++++to 0.0634063
Heightened Def Con from 0.0634333 ++++++++++++++++++++to 0.0634333
Heightened Def Con from 0.0634667 ++++++++++++++++++++to 0.0634667
Heightened Def Con from 0.0634688 +++++++++++++++++++to 0.0634688
Heightened Def Con from 0.0635 ++++++++++++++++++++to 0.0635
Heightened Def Con from 0.0635313 +++++++++++++++++++to 0.0635313
Heightened Def Con from 0.0635333 ++++++++++++++++++++to 0.0635333
Heightened Def Con from 0.0635667 ++++++++++++++++++++to 0.0635667
Heightened Def Con from 0.0635938 +++++++++++++++++++to 0.0635938
Heightened Def Con from 0.0636 ++++++++++++++++++++to 0.0636
Heightened Def Con from 0.0636333 ++++++++++++++++++++to 0.0636333
Heightened Def Con from 0.0636563 +++++++++++++++++++to 0.0636563
Heightened Def Con from 0.0636667 ++++++++++++++++++++to 0.0636667
Heightened Def Con from 0.0637 ++++++++++++++++++++to 0.0637
Heightened Def Con from 0.0637188 +++++++++++++++++++to 0.0637188
Heightened Def Con from 0.0637333 ++++++++++++++++++++to 0.0637333
Heightened Def Con from 0.0637667 ++++++++++++++++++++to 0.0637667
Heightened Def Con from 0.0637813 +++++++++++++++++++to 0.0637813
Heightened Def Con from 0.0638 ++++++++++++++++++++to 0.0638
Heightened Def Con from 0.0638333 ++++++++++++++++++++to 0.0638333
Heightened Def Con from 0.0638438 +++++++++++++++++++to 0.0638438
Heightened Def Con from 0.0638667 ++++++++++++++++++++to 0.0638667
Heightened Def Con from 0.0639 ++++++++++++++++++++to 0.0639
Heightened Def Con from 0.0639063 +++++++++++++++++++to 0.0639063
Heightened Def Con from 0.0639333 ++++++++++++++++++++to 0.0639333
Heightened Def Con from 0.0639667 ++++++++++++++++++++to 0.0639667
Heightened Def Con from 0.0639688 +++++++++++++++++++to 0.0639688
Heightened Def Con from 0.064 ++++++++++++++++++++to 0.064
Heightened Def Con from 0.0640313 +++++++++++++++++++to 0.0640313
Heightened Def Con from 0.0640333 ++++++++++++++++++++to 0.0640333
Heightened Def Con from 0.0640667 ++++++++++++++++++++to 0.0640667
Heightened Def Con from 0.0640938 +++++++++++++++++++to 0.0640938
Heightened Def Con from 0.0641 ++++++++++++++++++++to 0.0641
Heightened Def Con from 0.0641333 ++++++++++++++++++++to 0.0641333
Heightened Def Con from 0.0641563 +++++++++++++++++++to 0.0641563
Heightened Def Con from 0.0641667 ++++++++++++++++++++to 0.0641667
Heightened Def Con from 0.0642 ++++++++++++++++++++to 0.0642
Heightened Def Con from 0.0642188 +++++++++++++++++++to 0.0642188
Heightened Def Con from 0.0642333 ++++++++++++++++++++to 0.0642333
Heightened Def Con from 0.0642667 ++++++++++++++++++++to 0.0642667
Heightened Def Con from 0.0642813 +++++++++++++++++++to 0.0642813
Heightened Def Con from 0.0643 ++++++++++++++++++++to 0.0643
Heightened Def Con from 0.0643333 ++++++++++++++++++++to 0.0643333
Heightened Def Con from 0.0643438 +++++++++++++++++++to 0.0643438
Heightened Def Con from 0.0643667 ++++++++++++++++++++to 0.0643667
Heightened Def Con from 0.0644 ++++++++++++++++++++to 0.0644
Heightened Def Con from 0.0644063 +++++++++++++++++++to 0.0644063
Heightened Def Con from 0.0644333 ++++++++++++++++++++to 0.0644333
Heightened Def Con from 0.0644667 ++++++++++++++++++++to 0.0644667
Heightened Def Con from 0.0644688 +++++++++++++++++++to 0.0644688
Heightened Def Con from 0.0645 ++++++++++++++++++++to 0.0645
Heightened Def Con from 0.0645313 +++++++++++++++++++to 0.0645313
Heightened Def Con from 0.0645333 ++++++++++++++++++++to 0.0645333
Heightened Def Con from 0.0645667 ++++++++++++++++++++to 0.0645667
Heightened Def Con from 0.0645938 +++++++++++++++++++to 0.0645938
Heightened Def Con from 0.0646 ++++++++++++++++++++to 0.0646
Heightened Def Con from 0.0646333 ++++++++++++++++++++to 0.0646333
Heightened Def Con from 0.0646563 +++++++++++++++++++to 0.0646563
Heightened Def Con from 0.0646667 ++++++++++++++++++++to 0.0646667
Heightened Def Con from 0.0647 ++++++++++++++++++++to 0.0647
Heightened Def Con from 0.0647188 +++++++++++++++++++to 0.0647188
Heightened Def Con from 0.0647333 ++++++++++++++++++++to 0.0647333
Heightened Def Con from 0.0647667 ++++++++++++++++++++to 0.0647667
Heightened Def Con from 0.0647813 +++++++++++++++++++to 0.0647813
Heightened Def Con from 0.0648 ++++++++++++++++++++to 0.0648
Heightened Def Con from 0.0648333 ++++++++++++++++++++to 0.0648333
Heightened Def Con from 0.0648438 +++++++++++++++++++to 0.0648438
Heightened Def Con from 0.0648667 ++++++++++++++++++++to 0.0648667
Heightened Def Con from 0.0649 ++++++++++++++++++++to 0.0649
Heightened Def Con from 0.0649063 +++++++++++++++++++to 0.0649063
Heightened Def Con from 0.0649333 ++++++++++++++++++++to 0.0649333
Heightened Def Con from 0.0649667 ++++++++++++++++++++to 0.0649667
Heightened Def Con from 0.0649688 +++++++++++++++++++to 0.0649688
Heightened Def Con from 0.065 ++++++++++++++++++++to 0.065
Heightened Def Con from 0.0650313 +++++++++++++++++++to 0.0650313
Heightened Def Con from 0.0650333 ++++++++++++++++++++to 0.0650333
Heightened Def Con from 0.0650667 ++++++++++++++++++++to 0.0650667
Heightened Def Con from 0.0650938 +++++++++++++++++++to 0.0650938
Heightened Def Con from 0.0651 ++++++++++++++++++++to 0.0651
Heightened Def Con from 0.0651333 ++++++++++++++++++++to 0.0651333
Heightened Def Con from 0.0651563 +++++++++++++++++++to 0.0651563
Heightened Def Con from 0.0651667 ++++++++++++++++++++to 0.0651667
Heightened Def Con from 0.0652 ++++++++++++++++++++to 0.0652
Heightened Def Con from 0.0652188 +++++++++++++++++++to 0.0652188
Heightened Def Con from 0.0652333 ++++++++++++++++++++to 0.0652333
Heightened Def Con from 0.0652667 ++++++++++++++++++++to 0.0652667
Heightened Def Con from 0.0652813 +++++++++++++++++++to 0.0652813
Heightened Def Con from 0.0653 ++++++++++++++++++++to 0.0653
Heightened Def Con from 0.0653333 ++++++++++++++++++++to 0.0653333
Heightened Def Con from 0.0653438 +++++++++++++++++++to 0.0653438
Heightened Def Con from 0.0653667 ++++++++++++++++++++to 0.0653667
Heightened Def Con from 0.0654 ++++++++++++++++++++to 0.0654
Heightened Def Con from 0.0654063 +++++++++++++++++++to 0.0654063
Heightened Def Con from 0.0654333 ++++++++++++++++++++to 0.0654333
Heightened Def Con from 0.0654667 ++++++++++++++++++++to 0.0654667
Heightened Def Con from 0.0654688 +++++++++++++++++++to 0.0654688
Heightened Def Con from 0.0655 ++++++++++++++++++++to 0.0655
Heightened Def Con from 0.0655313 +++++++++++++++++++to 0.0655313
Heightened Def Con from 0.0655333 ++++++++++++++++++++to 0.0655333
Heightened Def Con from 0.0655667 ++++++++++++++++++++to 0.0655667
Heightened Def Con from 0.0655938 +++++++++++++++++++to 0.0655938
Heightened Def Con from 0.0656 ++++++++++++++++++++to 0.0656
Heightened Def Con from 0.0656333 ++++++++++++++++++++to 0.0656333
Heightened Def Con from 0.0656563 +++++++++++++++++++to 0.0656563
Heightened Def Con from 0.0656667 ++++++++++++++++++++to 0.0656667
Heightened Def Con from 0.0657 ++++++++++++++++++++to 0.0657
Heightened Def Con from 0.0657188 +++++++++++++++++++to 0.0657188
Heightened Def Con from 0.0657333 ++++++++++++++++++++to 0.0657333
Heightened Def Con from 0.0657667 ++++++++++++++++++++to 0.0657667
Heightened Def Con from 0.0657813 +++++++++++++++++++to 0.0657813
Heightened Def Con from 0.0658 ++++++++++++++++++++to 0.0658
Heightened Def Con from 0.0658333 ++++++++++++++++++++to 0.0658333
Heightened Def Con from 0.0658438 +++++++++++++++++++to 0.0658438
Heightened Def Con from 0.0658667 ++++++++++++++++++++to 0.0658667
Heightened Def Con from 0.0659 ++++++++++++++++++++to 0.0659
Heightened Def Con from 0.0659063 +++++++++++++++++++to 0.0659063
Heightened Def Con from 0.0659333 ++++++++++++++++++++to 0.0659333
Heightened Def Con from 0.0659667 ++++++++++++++++++++to 0.0659667
Heightened Def Con from 0.0659688 +++++++++++++++++++to 0.0659688
Heightened Def Con from 0.066 ++++++++++++++++++++to 0.066
Heightened Def Con from 0.0660313 +++++++++++++++++++to 0.0660313
Heightened Def Con from 0.0660333 ++++++++++++++++++++to 0.0660333
Heightened Def Con from 0.0660667 ++++++++++++++++++++to 0.0660667
Heightened Def Con from 0.0660938 +++++++++++++++++++to 0.0660938
Heightened Def Con from 0.0661 ++++++++++++++++++++to 0.0661
Heightened Def Con from 0.0661333 ++++++++++++++++++++to 0.0661333
Heightened Def Con from 0.0661563 +++++++++++++++++++to 0.0661563
Heightened Def Con from 0.0661667 ++++++++++++++++++++to 0.0661667
Heightened Def Con from 0.0662 ++++++++++++++++++++to 0.0662
Heightened Def Con from 0.0662188 +++++++++++++++++++to 0.0662188
Heightened Def Con from 0.0662333 ++++++++++++++++++++to 0.0662333
Heightened Def Con from 0.0662667 ++++++++++++++++++++to 0.0662667
Heightened Def Con from 0.0662813 +++++++++++++++++++to 0.0662813
Heightened Def Con from 0.0663 ++++++++++++++++++++to 0.0663
Heightened Def Con from 0.0663333 ++++++++++++++++++++to 0.0663333
Heightened Def Con from 0.0663438 +++++++++++++++++++to 0.0663438
Heightened Def Con from 0.0663667 ++++++++++++++++++++to 0.0663667
Heightened Def Con from 0.0664 ++++++++++++++++++++to 0.0664
Heightened Def Con from 0.0664063 +++++++++++++++++++to 0.0664063
Heightened Def Con from 0.0664333 ++++++++++++++++++++to 0.0664333
Heightened Def Con from 0.0664667 ++++++++++++++++++++to 0.0664667
Heightened Def Con from 0.0664688 +++++++++++++++++++to 0.0664688
Heightened Def Con from 0.0665 ++++++++++++++++++++to 0.0665
Heightened Def Con from 0.0665313 +++++++++++++++++++to 0.0665313
Heightened Def Con from 0.0665333 ++++++++++++++++++++to 0.0665333
Heightened Def Con from 0.0665667 ++++++++++++++++++++to 0.0665667
Heightened Def Con from 0.0665938 +++++++++++++++++++to 0.0665938
Heightened Def Con from 0.0666 ++++++++++++++++++++to 0.0666
Heightened Def Con from 0.0666333 ++++++++++++++++++++to 0.0666333
Heightened Def Con from 0.0666563 +++++++++++++++++++to 0.0666563
Heightened Def Con from 0.0666667 ++++++++++++++++++++to 0.0666667
Heightened Def Con from 0.0667 ++++++++++++++++++++to 0.0667
Heightened Def Con from 0.0667188 +++++++++++++++++++to 0.0667188
Heightened Def Con from 0.0667333 ++++++++++++++++++++to 0.0667333
Heightened Def Con from 0.0667667 ++++++++++++++++++++to 0.0667667
Heightened Def Con from 0.0667813 +++++++++++++++++++to 0.0667813
Heightened Def Con from 0.0668 ++++++++++++++++++++to 0.0668
Heightened Def Con from 0.0668333 ++++++++++++++++++++to 0.0668333
Heightened Def Con from 0.0668438 +++++++++++++++++++to 0.0668438
Heightened Def Con from 0.0668667 ++++++++++++++++++++to 0.0668667
Heightened Def Con from 0.0669 ++++++++++++++++++++to 0.0669
Heightened Def Con from 0.0669063 +++++++++++++++++++to 0.0669063
Heightened Def Con from 0.0669333 ++++++++++++++++++++to 0.0669333
Heightened Def Con from 0.0669667 ++++++++++++++++++++to 0.0669667
Heightened Def Con from 0.0669688 +++++++++++++++++++to 0.0669688
Heightened Def Con from 0.067 ++++++++++++++++++++to 0.067
Heightened Def Con from 0.0670313 +++++++++++++++++++to 0.0670313
Heightened Def Con from 0.0670333 ++++++++++++++++++++to 0.0670333
Heightened Def Con from 0.0670667 ++++++++++++++++++++to 0.0670667
Heightened Def Con from 0.0670938 +++++++++++++++++++to 0.0670938
Heightened Def Con from 0.0671 ++++++++++++++++++++to 0.0671
Heightened Def Con from 0.0671333 ++++++++++++++++++++to 0.0671333
Heightened Def Con from 0.0671563 +++++++++++++++++++to 0.0671563
Heightened Def Con from 0.0671667 ++++++++++++++++++++to 0.0671667
Heightened Def Con from 0.0672 ++++++++++++++++++++to 0.0672
Heightened Def Con from 0.0672188 +++++++++++++++++++to 0.0672188
Heightened Def Con from 0.0672333 ++++++++++++++++++++to 0.0672333
Heightened Def Con from 0.0672667 ++++++++++++++++++++to 0.0672667
Heightened Def Con from 0.0672813 +++++++++++++++++++to 0.0672813
Heightened Def Con from 0.0673 ++++++++++++++++++++to 0.0673
Heightened Def Con from 0.0673333 ++++++++++++++++++++to 0.0673333
Heightened Def Con from 0.0673438 +++++++++++++++++++to 0.0673438
Heightened Def Con from 0.0673667 ++++++++++++++++++++to 0.0673667
Heightened Def Con from 0.0674 ++++++++++++++++++++to 0.0674
Heightened Def Con from 0.0674063 +++++++++++++++++++to 0.0674063
Heightened Def Con from 0.0674333 ++++++++++++++++++++to 0.0674333
Heightened Def Con from 0.0674667 ++++++++++++++++++++to 0.0674667
Heightened Def Con from 0.0674688 +++++++++++++++++++to 0.0674688
Heightened Def Con from 0.0675 ++++++++++++++++++++to 0.0675
Heightened Def Con from 0.0675313 +++++++++++++++++++to 0.0675313
Heightened Def Con from 0.0675333 ++++++++++++++++++++to 0.0675333
Heightened Def Con from 0.0675667 ++++++++++++++++++++to 0.0675667
Heightened Def Con from 0.0675938 +++++++++++++++++++to 0.0675938
Heightened Def Con from 0.0676 ++++++++++++++++++++to 0.0676
Heightened Def Con from 0.0676333 ++++++++++++++++++++to 0.0676333
Heightened Def Con from 0.0676563 +++++++++++++++++++to 0.0676563
Heightened Def Con from 0.0676667 ++++++++++++++++++++to 0.0676667
Heightened Def Con from 0.0677 ++++++++++++++++++++to 0.0677
Heightened Def Con from 0.0677188 +++++++++++++++++++to 0.0677188
Heightened Def Con from 0.0677333 ++++++++++++++++++++to 0.0677333
Heightened Def Con from 0.0677667 ++++++++++++++++++++to 0.0677667
Heightened Def Con from 0.0677813 +++++++++++++++++++to 0.0677813
Heightened Def Con from 0.0678 ++++++++++++++++++++to 0.0678
Heightened Def Con from 0.0678333 ++++++++++++++++++++to 0.0678333
Heightened Def Con from 0.0678438 +++++++++++++++++++to 0.0678438
Heightened Def Con from 0.0678667 ++++++++++++++++++++to 0.0678667
Heightened Def Con from 0.0679 ++++++++++++++++++++to 0.0679
Heightened Def Con from 0.0679063 +++++++++++++++++++to 0.0679063
Heightened Def Con from 0.0679333 ++++++++++++++++++++to 0.0679333
Heightened Def Con from 0.0679667 ++++++++++++++++++++to 0.0679667
Heightened Def Con from 0.0679688 +++++++++++++++++++to 0.0679688
Heightened Def Con from 0.068 ++++++++++++++++++++to 0.068
Heightened Def Con from 0.0680313 +++++++++++++++++++to 0.0680313
Heightened Def Con from 0.0680333 ++++++++++++++++++++to 0.0680333
Heightened Def Con from 0.0680667 ++++++++++++++++++++to 0.0680667
Heightened Def Con from 0.0680938 +++++++++++++++++++to 0.0680938
Heightened Def Con from 0.0681 ++++++++++++++++++++to 0.0681
Heightened Def Con from 0.0681333 ++++++++++++++++++++to 0.0681333
Heightened Def Con from 0.0681563 +++++++++++++++++++to 0.0681563
Heightened Def Con from 0.0681667 ++++++++++++++++++++to 0.0681667
Heightened Def Con from 0.0682 ++++++++++++++++++++to 0.0682
Heightened Def Con from 0.0682188 +++++++++++++++++++to 0.0682188
Heightened Def Con from 0.0682333 ++++++++++++++++++++to 0.0682333
Heightened Def Con from 0.0682667 ++++++++++++++++++++to 0.0682667
Heightened Def Con from 0.0682813 +++++++++++++++++++to 0.0682813
Heightened Def Con from 0.0683 ++++++++++++++++++++to 0.0683
Heightened Def Con from 0.0683333 ++++++++++++++++++++to 0.0683333
Heightened Def Con from 0.0683438 +++++++++++++++++++to 0.0683438
Heightened Def Con from 0.0683667 ++++++++++++++++++++to 0.0683667
Heightened Def Con from 0.0684 ++++++++++++++++++++to 0.0684
Heightened Def Con from 0.0684063 +++++++++++++++++++to 0.0684063
Heightened Def Con from 0.0684333 ++++++++++++++++++++to 0.0684333
Heightened Def Con from 0.0684667 ++++++++++++++++++++to 0.0684667
Heightened Def Con from 0.0684688 +++++++++++++++++++to 0.0684688
Heightened Def Con from 0.0685 ++++++++++++++++++++to 0.0685
Heightened Def Con from 0.0685313 +++++++++++++++++++to 0.0685313
Heightened Def Con from 0.0685333 ++++++++++++++++++++to 0.0685333
Heightened Def Con from 0.0685667 ++++++++++++++++++++to 0.0685667
Heightened Def Con from 0.0685938 +++++++++++++++++++to 0.0685938
Heightened Def Con from 0.0686 ++++++++++++++++++++to 0.0686
Heightened Def Con from 0.0686333 ++++++++++++++++++++to 0.0686333
Heightened Def Con from 0.0686563 +++++++++++++++++++to 0.0686563
Heightened Def Con from 0.0686667 ++++++++++++++++++++to 0.0686667
Heightened Def Con from 0.0687 ++++++++++++++++++++to 0.0687
Heightened Def Con from 0.0687188 +++++++++++++++++++to 0.0687188
Heightened Def Con from 0.0687333 ++++++++++++++++++++to 0.0687333
Heightened Def Con from 0.0687667 ++++++++++++++++++++to 0.0687667
Heightened Def Con from 0.0687813 +++++++++++++++++++to 0.0687813
Heightened Def Con from 0.0688 ++++++++++++++++++++to 0.0688
Heightened Def Con from 0.0688333 ++++++++++++++++++++to 0.0688333
Heightened Def Con from 0.0688438 +++++++++++++++++++to 0.0688438
Heightened Def Con from 0.0688667 ++++++++++++++++++++to 0.0688667
Heightened Def Con from 0.0689 ++++++++++++++++++++to 0.0689
Heightened Def Con from 0.0689063 +++++++++++++++++++to 0.0689063
Heightened Def Con from 0.0689333 ++++++++++++++++++++to 0.0689333
Heightened Def Con from 0.0689667 ++++++++++++++++++++to 0.0689667
Heightened Def Con from 0.0689688 +++++++++++++++++++to 0.0689688
Heightened Def Con from 0.069 ++++++++++++++++++++to 0.069
Heightened Def Con from 0.0690313 +++++++++++++++++++to 0.0690313
Heightened Def Con from 0.0690333 ++++++++++++++++++++to 0.0690333
Heightened Def Con from 0.0690667 ++++++++++++++++++++to 0.0690667
Heightened Def Con from 0.0690938 +++++++++++++++++++to 0.0690938
Heightened Def Con from 0.0691 ++++++++++++++++++++to 0.0691
Heightened Def Con from 0.0691333 ++++++++++++++++++++to 0.0691333
Heightened Def Con from 0.0691563 +++++++++++++++++++to 0.0691563
Heightened Def Con from 0.0691667 ++++++++++++++++++++to 0.0691667
Heightened Def Con from 0.0692 ++++++++++++++++++++to 0.0692
Heightened Def Con from 0.0692188 +++++++++++++++++++to 0.0692188
Heightened Def Con from 0.0692333 ++++++++++++++++++++to 0.0692333
Heightened Def Con from 0.0692667 ++++++++++++++++++++to 0.0692667
Heightened Def Con from 0.0692813 +++++++++++++++++++to 0.0692813
Heightened Def Con from 0.0693 ++++++++++++++++++++to 0.0693
Heightened Def Con from 0.0693333 ++++++++++++++++++++to 0.0693333
Heightened Def Con from 0.0693438 +++++++++++++++++++to 0.0693438
Heightened Def Con from 0.0693667 ++++++++++++++++++++to 0.0693667
Heightened Def Con from 0.0694 ++++++++++++++++++++to 0.0694
Heightened Def Con from 0.0694063 +++++++++++++++++++to 0.0694063
Heightened Def Con from 0.0694333 ++++++++++++++++++++to 0.0694333
Heightened Def Con from 0.0694667 ++++++++++++++++++++to 0.0694667
Heightened Def Con from 0.0694688 +++++++++++++++++++to 0.0694688
Heightened Def Con from 0.0695 ++++++++++++++++++++to 0.0695
Heightened Def Con from 0.0695313 +++++++++++++++++++to 0.0695313
Heightened Def Con from 0.0695333 ++++++++++++++++++++to 0.0695333
Heightened Def Con from 0.0695667 ++++++++++++++++++++to 0.0695667
Heightened Def Con from 0.0695938 +++++++++++++++++++to 0.0695938
Heightened Def Con from 0.0696 ++++++++++++++++++++to 0.0696
Heightened Def Con from 0.0696333 ++++++++++++++++++++to 0.0696333
Heightened Def Con from 0.0696563 +++++++++++++++++++to 0.0696563
Heightened Def Con from 0.0696667 ++++++++++++++++++++to 0.0696667
Heightened Def Con from 0.0697 ++++++++++++++++++++to 0.0697
Heightened Def Con from 0.0697188 +++++++++++++++++++to 0.0697188
Heightened Def Con from 0.0697333 ++++++++++++++++++++to 0.0697333
Heightened Def Con from 0.0697667 ++++++++++++++++++++to 0.0697667
Heightened Def Con from 0.0697813 +++++++++++++++++++to 0.0697813
Heightened Def Con from 0.0698 ++++++++++++++++++++to 0.0698
Heightened Def Con from 0.0698333 ++++++++++++++++++++to 0.0698333
Heightened Def Con from 0.0698438 +++++++++++++++++++to 0.0698438
Heightened Def Con from 0.0698667 ++++++++++++++++++++to 0.0698667
Heightened Def Con from 0.0699 ++++++++++++++++++++to 0.0699
Heightened Def Con from 0.0699063 +++++++++++++++++++to 0.0699063
Heightened Def Con from 0.0699333 ++++++++++++++++++++to 0.0699333
Heightened Def Con from 0.0699667 ++++++++++++++++++++to 0.0699667
Heightened Def Con from 0.0699688 +++++++++++++++++++to 0.0699688
Heightened Def Con from 0.07 ++++++++++++++++++++to 0.07
Heightened Def Con from 0.0700313 +++++++++++++++++++to 0.0700313
Heightened Def Con from 0.0700333 ++++++++++++++++++++to 0.0700333
Heightened Def Con from 0.0700667 ++++++++++++++++++++to 0.0700667
Heightened Def Con from 0.0700938 +++++++++++++++++++to 0.0700938
Heightened Def Con from 0.0701 ++++++++++++++++++++to 0.0701
Heightened Def Con from 0.0701333 ++++++++++++++++++++to 0.0701333
Heightened Def Con from 0.0701563 +++++++++++++++++++to 0.0701563
Heightened Def Con from 0.0701667 ++++++++++++++++++++to 0.0701667
Heightened Def Con from 0.0702 ++++++++++++++++++++to 0.0702
Heightened Def Con from 0.0702188 +++++++++++++++++++to 0.0702188
Heightened Def Con from 0.0702333 ++++++++++++++++++++to 0.0702333
Heightened Def Con from 0.0702667 ++++++++++++++++++++to 0.0702667
Heightened Def Con from 0.0702813 +++++++++++++++++++to 0.0702813
Heightened Def Con from 0.0703 ++++++++++++++++++++to 0.0703
Heightened Def Con from 0.0703333 ++++++++++++++++++++to 0.0703333
Heightened Def Con from 0.0703438 +++++++++++++++++++to 0.0703438
Heightened Def Con from 0.0703667 ++++++++++++++++++++to 0.0703667
Heightened Def Con from 0.0704 ++++++++++++++++++++to 0.0704
Heightened Def Con from 0.0704063 +++++++++++++++++++to 0.0704063
Heightened Def Con from 0.0704333 ++++++++++++++++++++to 0.0704333
Heightened Def Con from 0.0704667 ++++++++++++++++++++to 0.0704667
Heightened Def Con from 0.0704688 +++++++++++++++++++to 0.0704688
Heightened Def Con from 0.0705 ++++++++++++++++++++to 0.0705
Heightened Def Con from 0.0705313 +++++++++++++++++++to 0.0705313
Heightened Def Con from 0.0705333 ++++++++++++++++++++to 0.0705333
Heightened Def Con from 0.0705667 ++++++++++++++++++++to 0.0705667
Heightened Def Con from 0.0705938 +++++++++++++++++++to 0.0705938
Heightened Def Con from 0.0706 ++++++++++++++++++++to 0.0706
Heightened Def Con from 0.0706333 ++++++++++++++++++++to 0.0706333
Heightened Def Con from 0.0706563 +++++++++++++++++++to 0.0706563
Heightened Def Con from 0.0706667 ++++++++++++++++++++to 0.0706667
Heightened Def Con from 0.0707 ++++++++++++++++++++to 0.0707
Heightened Def Con from 0.0707188 +++++++++++++++++++to 0.0707188
Heightened Def Con from 0.0707333 ++++++++++++++++++++to 0.0707333
Heightened Def Con from 0.0707667 ++++++++++++++++++++to 0.0707667
Heightened Def Con from 0.0707813 +++++++++++++++++++to 0.0707813
Heightened Def Con from 0.0708 ++++++++++++++++++++to 0.0708
Heightened Def Con from 0.0708333 ++++++++++++++++++++to 0.0708333
Heightened Def Con from 0.0708438 +++++++++++++++++++to 0.0708438
Heightened Def Con from 0.0708667 ++++++++++++++++++++to 0.0708667
Heightened Def Con from 0.0709 ++++++++++++++++++++to 0.0709
Heightened Def Con from 0.0709063 +++++++++++++++++++to 0.0709063
Heightened Def Con from 0.0709333 ++++++++++++++++++++to 0.0709333
Heightened Def Con from 0.0709667 ++++++++++++++++++++to 0.0709667
Heightened Def Con from 0.0709688 +++++++++++++++++++to 0.0709688
Heightened Def Con from 0.071 ++++++++++++++++++++to 0.071
Heightened Def Con from 0.0710313 +++++++++++++++++++to 0.0710313
Heightened Def Con from 0.0710333 ++++++++++++++++++++to 0.0710333
Heightened Def Con from 0.0710667 ++++++++++++++++++++to 0.0710667
Heightened Def Con from 0.0710938 +++++++++++++++++++to 0.0710938
Heightened Def Con from 0.0711 ++++++++++++++++++++to 0.0711
Heightened Def Con from 0.0711333 ++++++++++++++++++++to 0.0711333
Heightened Def Con from 0.0711563 +++++++++++++++++++to 0.0711563
Heightened Def Con from 0.0711667 ++++++++++++++++++++to 0.0711667
Heightened Def Con from 0.0712 ++++++++++++++++++++to 0.0712
Heightened Def Con from 0.0712188 +++++++++++++++++++to 0.0712188
Heightened Def Con from 0.0712333 ++++++++++++++++++++to 0.0712333
Heightened Def Con from 0.0712667 ++++++++++++++++++++to 0.0712667
Heightened Def Con from 0.0712813 +++++++++++++++++++to 0.0712813
Heightened Def Con from 0.0713 ++++++++++++++++++++to 0.0713
Heightened Def Con from 0.0713333 ++++++++++++++++++++to 0.0713333
Heightened Def Con from 0.0713438 +++++++++++++++++++to 0.0713438
Heightened Def Con from 0.0713667 ++++++++++++++++++++to 0.0713667
Heightened Def Con from 0.0714 ++++++++++++++++++++to 0.0714
Heightened Def Con from 0.0714063 +++++++++++++++++++to 0.0714063
Heightened Def Con from 0.0714333 ++++++++++++++++++++to 0.0714333
Heightened Def Con from 0.0714667 ++++++++++++++++++++to 0.0714667
Heightened Def Con from 0.0714688 +++++++++++++++++++to 0.0714688
Heightened Def Con from 0.0715 ++++++++++++++++++++to 0.0715
Heightened Def Con from 0.0715313 +++++++++++++++++++to 0.0715313
Heightened Def Con from 0.0715333 ++++++++++++++++++++to 0.0715333
Heightened Def Con from 0.0715667 ++++++++++++++++++++to 0.0715667
Heightened Def Con from 0.0715938 +++++++++++++++++++to 0.0715938
Heightened Def Con from 0.0716 ++++++++++++++++++++to 0.0716
Heightened Def Con from 0.0716333 ++++++++++++++++++++to 0.0716333
Heightened Def Con from 0.0716563 +++++++++++++++++++to 0.0716563
Heightened Def Con from 0.0716667 ++++++++++++++++++++to 0.0716667
Heightened Def Con from 0.0717 ++++++++++++++++++++to 0.0717
Heightened Def Con from 0.0717188 +++++++++++++++++++to 0.0717188
Heightened Def Con from 0.0717333 ++++++++++++++++++++to 0.0717333
Heightened Def Con from 0.0717667 ++++++++++++++++++++to 0.0717667
Heightened Def Con from 0.0717813 +++++++++++++++++++to 0.0717813
Heightened Def Con from 0.0718 ++++++++++++++++++++to 0.0718
Heightened Def Con from 0.0718333 ++++++++++++++++++++to 0.0718333
Heightened Def Con from 0.0718438 +++++++++++++++++++to 0.0718438
Heightened Def Con from 0.0718667 ++++++++++++++++++++to 0.0718667
Heightened Def Con from 0.0719 ++++++++++++++++++++to 0.0719
Heightened Def Con from 0.0719063 +++++++++++++++++++to 0.0719063
Heightened Def Con from 0.0719333 ++++++++++++++++++++to 0.0719333
Heightened Def Con from 0.0719667 ++++++++++++++++++++to 0.0719667
Heightened Def Con from 0.0719688 +++++++++++++++++++to 0.0719688
Heightened Def Con from 0.072 ++++++++++++++++++++to 0.072
Heightened Def Con from 0.0720313 +++++++++++++++++++to 0.0720313
